oid,name,price,iv,iv_buy,iv_sell,delta,theta,vega,gamma,rho,url,strike_price,underlying_last_price,strike_date
1281668,abb2u190,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1281668/abb2u190,190.0,31990.0,2022-09-16
1274496,abb2u210,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274496/abb2u210,210.0,31990.0,2022-09-16
1274497,abb2u230,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274497/abb2u230,230.0,31990.0,2022-09-16
1274498,abb2u250,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274498/abb2u250,250.0,31990.0,2022-09-16
1365274,abb2u260,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365274/abb2u260,260.0,31990.0,2022-09-16
1274499,abb2u270,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274499/abb2u270,270.0,31990.0,2022-09-16
1365275,abb2u280,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365275/abb2u280,280.0,31990.0,2022-09-16
1274500,abb2u290,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274500/abb2u290,290.0,31990.0,2022-09-16
1365276,abb2u300,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365276/abb2u300,300.0,31990.0,2022-09-16
1274501,abb2u310,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274501/abb2u310,310.0,31990.0,2022-09-16
1365277,abb2u330,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365277/abb2u330,330.0,31990.0,2022-09-16
1274502,abb2u350,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274502/abb2u350,350.0,31990.0,2022-09-16
1365278,abb2u370,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365278/abb2u370,370.0,31990.0,2022-09-16
1274503,abb2u390,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274503/abb2u390,390.0,31990.0,2022-09-16
1365279,abb2u410,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365279/abb2u410,410.0,31990.0,2022-09-16
1274504,abb2u430,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274504/abb2u430,430.0,31990.0,2022-09-16
1274505,abb2u470,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274505/abb2u470,470.0,31990.0,2022-09-16
1274506,abb2u510,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274506/abb2u510,510.0,31990.0,2022-09-16
1314350,abb2u570,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1314350/abb2u570,570.0,31990.0,2022-09-16
1169214,abb2x140,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169214/abb2x140,140.0,31990.0,2022-12-16
1169215,abb2x150,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169215/abb2x150,150.0,31990.0,2022-12-16
1169216,abb2x170,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169216/abb2x170,170.0,31990.0,2022-12-16
1169217,abb2x190,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169217/abb2x190,190.0,31990.0,2022-12-16
1169218,abb2x210,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169218/abb2x210,210.0,31990.0,2022-12-16
1169219,abb2x230,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169219/abb2x230,230.0,31990.0,2022-12-16
1169220,abb2x250,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169220/abb2x250,250.0,31990.0,2022-12-16
1169221,abb2x270,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169221/abb2x270,270.0,31990.0,2022-12-16
1169222,abb2x290,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169222/abb2x290,290.0,31990.0,2022-12-16
1169223,abb2x310,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169223/abb2x310,310.0,31990.0,2022-12-16
1169224,abb2x350,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169224/abb2x350,350.0,31990.0,2022-12-16
1177586,abb2x390,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1177586/abb2x390,390.0,31990.0,2022-12-16
1201028,abb2x430,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1201028/abb2x430,430.0,31990.0,2022-12-16
1217085,abb2x470,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1217085/abb2x470,470.0,31990.0,2022-12-16
1248143,abb2x510,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1248143/abb2x510,510.0,31990.0,2022-12-16
1265102,abb2x570,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1265102/abb2x570,570.0,31990.0,2022-12-16
1365280,abb3o210,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365280/abb3o210,210.0,31990.0,2023-03-17
1365281,abb3o230,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365281/abb3o230,230.0,31990.0,2023-03-17
1365282,abb3o250,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365282/abb3o250,250.0,31990.0,2023-03-17
1365283,abb3o270,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365283/abb3o270,270.0,31990.0,2023-03-17
1365284,abb3o290,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365284/abb3o290,290.0,31990.0,2023-03-17
1365285,abb3o310,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365285/abb3o310,310.0,31990.0,2023-03-17
1365286,abb3o350,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365286/abb3o350,350.0,31990.0,2023-03-17
1365287,abb3o390,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365287/abb3o390,390.0,31990.0,2023-03-17
1365288,abb3o430,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365288/abb3o430,430.0,31990.0,2023-03-17
1365289,abb3o470,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365289/abb3o470,470.0,31990.0,2023-03-17
1365290,abb3o510,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365290/abb3o510,510.0,31990.0,2023-03-17
1370608,abb3o570,,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1370608/abb3o570,570.0,31990.0,2023-03-17
1360581,assab2u140,1.2,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1360581/assab2u140,140.0,25090.0,2022-09-16
1281661,assab2u150,1.35,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1281661/assab2u150,150.0,25090.0,2022-09-16
1274669,assab2u170,2.05,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274669/assab2u170,170.0,25090.0,2022-09-16
1274670,assab2u190,3.6,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274670/assab2u190,190.0,25090.0,2022-09-16
1365462,assab2u200,4.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365462/assab2u200,200.0,25090.0,2022-09-16
1274671,assab2u210,6.4,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274671/assab2u210,210.0,25090.0,2022-09-16
1365463,assab2u220,8.8,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365463/assab2u220,220.0,25090.0,2022-09-16
1274672,assab2u230,11.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274672/assab2u230,230.0,25090.0,2022-09-16
1365464,assab2u240,15.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365464/assab2u240,240.0,25090.0,2022-09-16
1274673,assab2u250,20.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274673/assab2u250,250.0,25090.0,2022-09-16
1365465,assab2u260,26.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365465/assab2u260,260.0,25090.0,2022-09-16
1274674,assab2u270,33.0,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274674/assab2u270,270.0,25090.0,2022-09-16
1365466,assab2u280,40.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365466/assab2u280,280.0,25090.0,2022-09-16
1274675,assab2u290,48.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274675/assab2u290,290.0,25090.0,2022-09-16
1365467,assab2u300,57.0,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365467/assab2u300,300.0,25090.0,2022-09-16
1274676,assab2u310,66.0,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274676/assab2u310,310.0,25090.0,2022-09-16
1369743,assab2u330,84.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1369743/assab2u330,330.0,25090.0,2022-09-16
1274677,assab2u350,104.25,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274677/assab2u350,350.0,25090.0,2022-09-16
1274678,assab2u390,143.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274678/assab2u390,390.0,25090.0,2022-09-16
1274679,assab2u430,183.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1274679/assab2u430,430.0,25090.0,2022-09-16
1326486,assab2u470,226.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1326486/assab2u470,470.0,25090.0,2022-09-16
1172670,assab2x120,1.25,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1172670/assab2x120,120.0,25090.0,2022-12-16
1169389,assab2x130,1.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169389/assab2x130,130.0,25090.0,2022-12-16
1169390,assab2x140,1.8,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169390/assab2x140,140.0,25090.0,2022-12-16
1169391,assab2x150,2.2,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169391/assab2x150,150.0,25090.0,2022-12-16
1169392,assab2x170,3.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169392/assab2x170,170.0,25090.0,2022-12-16
1169393,assab2x190,5.6,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169393/assab2x190,190.0,25090.0,2022-12-16
1169394,assab2x210,9.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169394/assab2x210,210.0,25090.0,2022-12-16
1169395,assab2x230,15.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169395/assab2x230,230.0,25090.0,2022-12-16
1169396,assab2x250,25.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169396/assab2x250,250.0,25090.0,2022-12-16
1169397,assab2x270,37.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169397/assab2x270,270.0,25090.0,2022-12-16
1169398,assab2x290,52.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169398/assab2x290,290.0,25090.0,2022-12-16
1169399,assab2x310,69.25,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1169399/assab2x310,310.0,25090.0,2022-12-16
1188005,assab2x350,106.25,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1188005/assab2x350,350.0,25090.0,2022-12-16
1207342,assab2x390,145.25,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1207342/assab2x390,390.0,25090.0,2022-12-16
1241564,assab2x430,184.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1241564/assab2x430,430.0,25090.0,2022-12-16
1260023,assab2x470,227.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1260023/assab2x470,470.0,25090.0,2022-12-16
1365468,assab3o150,2.85,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365468/assab3o150,150.0,25090.0,2023-03-17
1365469,assab3o170,4.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365469/assab3o170,170.0,25090.0,2023-03-17
1365470,assab3o190,7.3,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365470/assab3o190,190.0,25090.0,2023-03-17
1365471,assab3o210,11.25,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365471/assab3o210,210.0,25090.0,2023-03-17
1365472,assab3o230,18.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365472/assab3o230,230.0,25090.0,2023-03-17
1365473,assab3o250,27.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365473/assab3o250,250.0,25090.0,2023-03-17
1365474,assab3o270,40.0,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365474/assab3o270,270.0,25090.0,2023-03-17
1365475,assab3o290,54.25,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365475/assab3o290,290.0,25090.0,2023-03-17
1365476,assab3o310,70.5,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365476/assab3o310,310.0,25090.0,2023-03-17
1365477,assab3o350,106.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365477/assab3o350,350.0,25090.0,2023-03-17
1365478,assab3o390,145.25,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1365478/assab3o390,390.0,25090.0,2023-03-17
1369208,assab3o430,184.75,,,,,,,,,https://www.avanza.se/optioner/om-optionen.html/1369208/assab3o430,430.0,25090.0,2023-03-17
